"2005

1390,9

253,4

275,2

321,0

853,5

936,0

1069,1

262,2

201,5

2006

1386,2

246,3

268,1

312,2

859,6

936,2

1074,0

258,5

203,7

2007

1382,6

240,6

261,8

304,8

865,3

938,2

1077,8

255,5

203,8

2008

1379,9

236,3

256,5

298,9

869,1

943,0

1081,0

254,3

200,6

2009

1378,4

233,6

253,0

293,8

871,5

948,4

1084,6

253,9

196,4

2010

1378,0

232,3

250,7

289,8

871,4

949,8

1088,2

255,9

195,9

2011

1377,0

230,6

248,6

285,7

871,7

953,6

1091,3

256,7

192,8

2012

1377,4

229,6

247,0

282,8

871,6

957,3

1094,6

258,8

190,5

2013

1379,1

230,6

246,8

281,6

871,8

958,5

1097,4

260,5

190,0

2014

1379,4

232,0

247,4

280,4

871,5

957,9

1098,9

260,4

189,5

2015

1379,8

234,6

248,9

280,1

868,7

954,2

1099,7

262,2

191,0

2016

1379,6

236,0

250,4

279,9

864,3

952,1

1100,0

265,0

191,5

2017

1377,2

237,0

250,5

278,8

859,1

947,4

1098,4

267,6

192,8

2018

1374,8

236,7

250,5

278,2

852,1

944,2

1096,6

272,2

193,9
"
