"Розподіл постійного населення за окремими віковими групами
всього
населення
0-14
років
0-15
років
0-17
років
16-59
років
15-64
роки
18 років
і старше
60 років
і старше
65 років
і старше
1995
1080,3
255,8
272,6
305,4
603,8
685,9
774,9
203,9
138,6
1996
1078,0
251,4
268,9
302,2
604,0
683,1
775,8
205,1
143,5
1997
1075,3
247,7
264,4
298,3
604,6
681,5
777,0
206,3
146,1
1998
1072,2
243,3
260,1
294,1
605,0
679,3
778,1
207,1
149,6
1999
1068,9
237,0
255,3
288,5
606,1
680,5
780,4
207,5
151,4
2000
1064,4
229,2
248,4
283,0
609,9
682,6
781,4
206,1
152,6
2001
1060,6
222,5
240,7
277,8
614,2
684,6
782,8
205,7
153,5
20021
1057,2
214,8
233,9
271,2
618,2
687,8
786,0
205,1
154,6
2003
1052,0
207,8
225,7
262,5
624,1
689,4
789,5
202,2
154,8
2004
1046,1
201,9
219,2
255,5
628,9
690,2
790,6
198,0
154,0
2005
1042,0
197,7
214,0
248,3
633,0
692,0
793,7
195,0
152,3
2006
1037,7
194,2
210,2
242,9
638,9
692,4
794,8
188,6
151,1
2007
1035,3
192,0
207,7
239,1
642,6
693,8
796,2
185,0
149,5
2008
1033,7
190,3
205,8
236,6
643,9
696,3
797,1
184,0
147,1
2009
1033,5
190,6
205,4
235,6
645,1
699,3
797,9
183,0
143,5
2010
1033,9
191,5
205,7
235,1
645,1
701,5
798,8
183,1
140,9
2011
1034,4
193,1
206,2
234,1
644,9
705,6
800,3
183,3
135,7
2012
1035,9
194,4
207,5
234,0
644,4
708,2
801,8
184,0
133,3
2013
1037,2
197,1
209,5
234,9
643,6
707,5
802,3
184,1
132,7
2014
1038,6
199,3
211,6
236,2
643,3
706,9
802,4
183,7
132,4
2015
1040,2
202,3
213,8
237,8
641,7
704,9
802,4
184,7
133,0
2016
1039,9
203,6
215,5
238,5
638,1
702,8
801,4
186,3
133,5
2017
1038,2
205,2
216,3
239,3
633,4
698,8
798,9
188,5
134,2
2018
1035,7
205,3
216,8
239,4
627,7
696,0
796,3
191,2
134,4"
