"ђозподґл постґйного населеннЯ за окремими вґковими групами

всього 
населеннЯ

0Р14 
рокґв

0Р15 
рокґв

0Р17 
рокґв

16Р59
рокґв

15Р64
роки

18

рокґв ґ старше

60

рокґв ґ старше

65

рокґв ґ старше

1995

1187,2

289,3

308,0

344,4

676,2

759,6

842,9

203,0

138,3

1996

1186,6

285,6

304,8

341,6

676,7

757,8

845,1

205,1

143,2

1997

1184,7

281,5

300,5

337,8

676,9

758,2

846,9

207,3

145,0

1998

1184,1

277,7

296,5

334,3

678,2

758,3

849,8

209,4

148,1

1999

1181,8

271,5

291,8

329,1

679,5

760,6

852,7

210,5

149,7

2000

1179,1

264,1

284,9

323,6

684,0

763,8

855,5

210,2

151,2

2001

1175,3

256,7

277,0

317,9

686,9

765,9

857,4

211,4

152,7

20021

1171,4

248,2

269,6

310,9

689,6

768,5

860,6

212,2

152,6

2003

1167,3

240,6

260,5

302,1

696,8

771,0

865,1

210,0

155,7

2004

1163,1

234,0

253,6

294,9

703,1

773,2

868,2

206,4

155,9

2005

1159,6

229,6

248,0

287,3

708,0

775,0

872,3

203,6

155,0

2006

1155,4

225,4

243,6

281,1

714,4

774,5

874,3

197,4

155,5

2007

1153,3

223,3

240,7

276,9

718,0

774,6

876,4

194,6

155,4

2008

1150,9

221,0

238,6

273,8

718,3

776,5

877,2

194,0

153,4

2009

1149,9

220,6

237,8

272,2

718,4

779,2

877,7

193,7

150,1

2010

1150,6

221,5

237,9

272,1

718,1

781,6

878,5

194,6

147,5

2011

1151,5

222,4

238,3

271,5

718,3

786,8

880,0

194,9

142,3

2012

1153,2

224,4

239,7

271,5

717,7

788,5

881,7

195,8

140,3

2013

1155,8

227,3

239,7

273,4

717,4

788,0

882,4

196,0

140,5

2014

1157,8

230,1

244,7

274,8

717,3

786,8

883,0

195,9

140,8

2015

1160,1

233,5

247,2

276,4

715,4

784,5

883,7

197,5

142,1

2016

1160,8

235,7

249,3

277,1

711,8

782,4

883,7

199,7

142,7

2017

1161,7

238,5

251,3

278,3

707,8

779,8

883,4

202,6

143,4

2018

1159,6

239,4

252,4

278,5

701,1

776,9

881,1

206,1

143,3"
